site,date,o3
Cwmbran,2005-01-01T00:00:00Z,52.132460973370065
Cwmbran,2006-01-01T00:00:00Z,54.96992653810835
Cwmbran,2007-01-01T00:00:00Z,50.36490825688073
Cwmbran,2008-01-01T00:00:00Z,54.7918410041841
Cwmbran,2009-01-01T00:00:00Z,50.93142791287311
Cwmbran,2010-01-01T00:00:00Z,47.118900343642615
Cwmbran,2011-01-01T00:00:00Z,48.238445619682686
Cwmbran,2012-01-01T00:00:00Z,35.634070901736855
Cwmbran,2013-01-01T00:00:00Z,51.89804771799629
Cwmbran,2014-01-01T00:00:00Z,51.249979820509886
Cwmbran,2015-01-01T00:00:00Z,52.534418030042424
Cwmbran,2016-01-01T00:00:00Z,47.71412009130336
Cwmbran,2017-01-01T00:00:00Z,51.53628371300242
Cwmbran,2018-01-01T00:00:00Z,54.06556804732369
Cwmbran,2019-01-01T00:00:00Z,52.20784997368421
Cwmbran,2020-01-01T00:00:00Z,61.85142534742052
Cwmbran Crownbridge,2020-01-01T00:00:00Z,44.57882913714805
Cwmbran Crownbridge,2021-01-01T00:00:00Z,53.47766237711523
Cwmbran Crownbridge,2022-01-01T00:00:00Z,NA
Cwmbran Crownbridge,2023-01-01T00:00:00Z,NA
Cwmbran Crownbridge,2024-01-01T00:00:00Z,NA
Derby St Alkmund's Way,2017-01-01T00:00:00Z,NA
Derby St Alkmund's Way,2018-01-01T00:00:00Z,NA
Derby St Alkmund's Way,2019-01-01T00:00:00Z,NA
Derby St Alkmund's Way,2020-01-01T00:00:00Z,NA
Derby St Alkmund's Way,2021-01-01T00:00:00Z,NA
Derby St Alkmund's Way,2022-01-01T00:00:00Z,NA
Derby St Alkmund's Way,2023-01-01T00:00:00Z,NA
Derby St Alkmund's Way,2024-01-01T00:00:00Z,NA
Derby Stockbrook Park,2023-01-01T00:00:00Z,42.698060300578035
Derby Stockbrook Park,2024-01-01T00:00:00Z,50.5677348683248
Derry,1997-01-01T00:00:00Z,44.12663587374904
Derry,1998-01-01T00:00:00Z,52.5084617327608
Derry,1999-01-01T00:00:00Z,52.83834083444837
Derry,2000-01-01T00:00:00Z,53.80343287091465
Derry,2001-01-01T00:00:00Z,45.08901790033865
Derry,2002-01-01T00:00:00Z,58.053121509246616
Derry,2003-01-01T00:00:00Z,52.02991295819542
Derry,2004-01-01T00:00:00Z,56.78977471693708
Derry,2005-01-01T00:00:00Z,52.30088262416019
Derry,2006-01-01T00:00:00Z,NA
Derry,2007-01-01T00:00:00Z,47.99858390370545
Derry,2008-01-01T00:00:00Z,52.62565414583091
Derry,2009-01-01T00:00:00Z,48.795399654974126
Derry,2010-01-01T00:00:00Z,44.910909575886905
Derry,2011-01-01T00:00:00Z,51.451104100946374
Derry,2012-01-01T00:00:00Z,48.05910652920962
Derry,2013-01-01T00:00:00Z,47.240558371530575
Derry,2014-01-01T00:00:00Z,45.39343762678878
Derry,2015-01-01T00:00:00Z,49.48196965175277
Derry,2016-01-01T00:00:00Z,47.69669921418637
Derry Rosemount,2016-01-01T00:00:00Z,48.492319693567964
Derry Rosemount,2017-01-01T00:00:00Z,54.76419393320326
Derry Rosemount,2018-01-01T00:00:00Z,55.0264299929445
Derry Rosemount,2019-01-01T00:00:00Z,52.090181679353556
Derry Rosemount,2020-01-01T00:00:00Z,52.601531137818576
Derry Rosemount,2021-01-01T00:00:00Z,52.01903882153306
Derry Rosemount,2022-01-01T00:00:00Z,54.33751032869785
Derry Rosemount,2023-01-01T00:00:00Z,54.06956919750231
Derry Rosemount,2024-01-01T00:00:00Z,53.46191833140477
Dewsbury Ashworth Grange,2021-01-01T00:00:00Z,NA
Dewsbury Ashworth Grange,2022-01-01T00:00:00Z,NA
Dewsbury Ashworth Grange,2023-01-01T00:00:00Z,NA
Dewsbury Ashworth Grange,2024-01-01T00:00:00Z,NA
Dewsbury Ashworth Grove,2018-01-01T00:00:00Z,NA
Dewsbury Ashworth Grove,2019-01-01T00:00:00Z,NA
Dewsbury Ashworth Grove,2020-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2015-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2016-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2017-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2018-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2019-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2020-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2021-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2022-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2023-01-01T00:00:00Z,NA
Doncaster A630 Cleveland Street,2024-01-01T00:00:00Z,NA
Dumbarton Roadside,2010-01-01T00:00:00Z,NA
Dumbarton Roadside,2011-01-01T00:00:00Z,NA
Dumbarton Roadside,2012-01-01T00:00:00Z,NA
Dumbarton Roadside,2013-01-01T00:00:00Z,NA
Dumbarton Roadside,2014-01-01T00:00:00Z,NA
Dumbarton Roadside,2015-01-01T00:00:00Z,NA
Dumbarton Roadside,2016-01-01T00:00:00Z,NA
Dumbarton Roadside,2017-01-01T00:00:00Z,NA
Dumbarton Roadside,2018-01-01T00:00:00Z,NA
Dumbarton Roadside,2019-01-01T00:00:00Z,NA
Dumbarton Roadside,2020-01-01T00:00:00Z,NA
Dumbarton Roadside,2021-01-01T00:00:00Z,NA
Dumbarton Roadside,2022-01-01T00:00:00Z,NA
Dumbarton Roadside,2023-01-01T00:00:00Z,NA
Dumbarton Roadside,2024-01-01T00:00:00Z,NA
Dumfries,2001-01-01T00:00:00Z,NA
Dumfries,2002-01-01T00:00:00Z,NA
Dumfries,2003-01-01T00:00:00Z,NA
Dumfries,2004-01-01T00:00:00Z,NA
Dumfries,2005-01-01T00:00:00Z,NA
Dumfries,2006-01-01T00:00:00Z,NA
Dumfries,2007-01-01T00:00:00Z,NA
Dumfries,2008-01-01T00:00:00Z,NA
Dumfries,2009-01-01T00:00:00Z,NA
Dumfries,2010-01-01T00:00:00Z,NA
Dumfries,2011-01-01T00:00:00Z,NA
Dumfries,2012-01-01T00:00:00Z,NA
Dumfries,2013-01-01T00:00:00Z,NA
Dumfries,2014-01-01T00:00:00Z,NA
Dumfries,2015-01-01T00:00:00Z,NA
Dumfries,2016-01-01T00:00:00Z,NA
Dumfries,2017-01-01T00:00:00Z,NA
Dumfries,2018-01-01T00:00:00Z,NA
Dumfries,2019-01-01T00:00:00Z,NA
Dumfries,2020-01-01T00:00:00Z,NA
Dumfries,2021-01-01T00:00:00Z,NA
Dumfries,2022-01-01T00:00:00Z,NA
Dumfries,2023-01-01T00:00:00Z,NA
Dumfries,2024-01-01T00:00:00Z,NA
Dundee Mains Loan,2017-01-01T00:00:00Z,NA
Dundee Mains Loan,2018-01-01T00:00:00Z,NA
Dundee Mains Loan,2019-01-01T00:00:00Z,NA
Dundee Mains Loan,2020-01-01T00:00:00Z,NA
Dundee Mains Loan,2021-01-01T00:00:00Z,NA
Dundee Mains Loan,2022-01-01T00:00:00Z,NA
Dundee Mains Loan,2023-01-01T00:00:00Z,NA
Dundee Mains Loan,2024-01-01T00:00:00Z,NA
Ealing Horn Lane,2014-01-01T00:00:00Z,NA
Ealing Horn Lane,2015-01-01T00:00:00Z,NA
Ealing Horn Lane,2016-01-01T00:00:00Z,NA
Ealing Horn Lane,2017-01-01T00:00:00Z,NA
Ealing Horn Lane,2018-01-01T00:00:00Z,NA
Ealing Horn Lane,2019-01-01T00:00:00Z,NA
Ealing Horn Lane,2020-01-01T00:00:00Z,NA
Ealing Horn Lane,2021-01-01T00:00:00Z,NA
Ealing Horn Lane,2022-01-01T00:00:00Z,NA
Ealing Horn Lane,2023-01-01T00:00:00Z,NA
Ealing Horn Lane,2024-01-01T00:00:00Z,NA
Eastbourne,2009-01-01T00:00:00Z,NA
Eastbourne,2010-01-01T00:00:00Z,NA
Eastbourne,2011-01-01T00:00:00Z,NA
Eastbourne,2012-01-01T00:00:00Z,NA
Eastbourne,2013-01-01T00:00:00Z,NA
Eastbourne,2014-01-01T00:00:00Z,NA
Eastbourne,2015-01-01T00:00:00Z,NA
Eastbourne,2016-01-01T00:00:00Z,NA
Eastbourne,2017-01-01T00:00:00Z,NA
Eastbourne,2018-01-01T00:00:00Z,NA
Eastbourne,2019-01-01T00:00:00Z,NA
Eastbourne,2020-01-01T00:00:00Z,NA
Eastbourne,2021-01-01T00:00:00Z,NA
Eastbourne,2022-01-01T00:00:00Z,NA
Eastbourne,2023-01-01T00:00:00Z,NA
Eastbourne,2024-01-01T00:00:00Z,58.12561837404932
Edinburgh Centre,1994-01-01T00:00:00Z,30.087154315814676
Edinburgh Centre,1995-01-01T00:00:00Z,30.646233643758105
Edinburgh Centre,1996-01-01T00:00:00Z,31.98044465137935
Edinburgh Centre,1997-01-01T00:00:00Z,28.630094043887148
Edinburgh Centre,1998-01-01T00:00:00Z,31.963281158055786
Edinburgh Centre,1999-01-01T00:00:00Z,35.27307371680362
Edinburgh Centre,2000-01-01T00:00:00Z,30.1519285042333
Edinburgh Centre,2001-01-01T00:00:00Z,30.220402433317734
Edinburgh Centre,2002-01-01T00:00:00Z,NA
Edinburgh Centre,2003-01-01T00:00:00Z,NA
Edinburgh Med. Sch.,1994-01-01T00:00:00Z,NA
Edinburgh Med. Sch.,1995-01-01T00:00:00Z,NA
Edinburgh Med. Sch.,1996-01-01T00:00:00Z,NA
Edinburgh Med. Sch.,1997-01-01T00:00:00Z,NA
Edinburgh Med. Sch.,1998-01-01T00:00:00Z,NA
Edinburgh Med. Sch.,1999-01-01T00:00:00Z,NA
Edinburgh Med. Sch.,2000-01-01T00:00:00Z,NA
Edinburgh Med. Sch.,2001-01-01T00:00:00Z,NA
Edinburgh Med. Sch.,2002-01-01T00:00:00Z,NA
Edinburgh Nicolson Street,2017-01-01T00:00:00Z,NA
Edinburgh Nicolson Street,2018-01-01T00:00:00Z,NA
Edinburgh Nicolson Street,2019-01-01T00:00:00Z,NA
Edinburgh Nicolson Street,2020-01-01T00:00:00Z,NA
Edinburgh Nicolson Street,2021-01-01T00:00:00Z,NA
Edinburgh Nicolson Street,2022-01-01T00:00:00Z,NA
Edinburgh Nicolson Street,2023-01-01T00:00:00Z,NA
Edinburgh Nicolson Street,2024-01-01T00:00:00Z,NA
Edinburgh St Leonards,2003-01-01T00:00:00Z,35.894156560088206
Edinburgh St Leonards,2004-01-01T00:00:00Z,52.85655389838729
Edinburgh St Leonards,2005-01-01T00:00:00Z,53.48133643372904
Edinburgh St Leonards,2006-01-01T00:00:00Z,51.88038942976356
Edinburgh St Leonards,2007-01-01T00:00:00Z,47.75347912524851
Edinburgh St Leonards,2008-01-01T00:00:00Z,49.027975343764815
Edinburgh St Leonards,2009-01-01T00:00:00Z,52.241109101868595
Edinburgh St Leonards,2010-01-01T00:00:00Z,32.52829739068271
Edinburgh St Leonards,2011-01-01T00:00:00Z,40.212009237875286
Edinburgh St Leonards,2012-01-01T00:00:00Z,48.61211372064277
Edinburgh St Leonards,2013-01-01T00:00:00Z,49.33955425061139
Edinburgh St Leonards,2014-01-01T00:00:00Z,NA
Edinburgh St Leonards,2015-01-01T00:00:00Z,44.58937808607418
Edinburgh St Leonards,2016-01-01T00:00:00Z,45.1564280946801
Edinburgh St Leonards,2017-01-01T00:00:00Z,45.872758055002926
Edinburgh St Leonards,2018-01-01T00:00:00Z,51.41512332482302
Edinburgh St Leonards,2019-01-01T00:00:00Z,48.22583726096082
Edinburgh St Leonards,2020-01-01T00:00:00Z,54.523765842774566
Edinburgh St Leonards,2021-01-01T00:00:00Z,53.22350342893637
Edinburgh St Leonards,2022-01-01T00:00:00Z,NA
Edinburgh St Leonards,2023-01-01T00:00:00Z,54.380424003230274
Edinburgh St Leonards,2024-01-01T00:00:00Z,NA
Eskdalemuir,1994-01-01T00:00:00Z,55.22718851320056
Eskdalemuir,1995-01-01T00:00:00Z,55.21197354681517
Eskdalemuir,1996-01-01T00:00:00Z,51.5216938562999
Eskdalemuir,1997-01-01T00:00:00Z,50.66675069321906
Eskdalemuir,1998-01-01T00:00:00Z,55.19857735625371
Eskdalemuir,1999-01-01T00:00:00Z,55.7157202630006
Eskdalemuir,2000-01-01T00:00:00Z,47.447568564185296
Eskdalemuir,2001-01-01T00:00:00Z,46.40271233191587
Eskdalemuir,2002-01-01T00:00:00Z,47.9012515788265
Eskdalemuir,2003-01-01T00:00:00Z,50.92965419232591
Eskdalemuir,2004-01-01T00:00:00Z,52.693749213935355
Eskdalemuir,2005-01-01T00:00:00Z,50.71304554643834
Eskdalemuir,2006-01-01T00:00:00Z,58.04665665781268
Eskdalemuir,2007-01-01T00:00:00Z,54.462677930795046
Eskdalemuir,2008-01-01T00:00:00Z,56.877277327935225
Eskdalemuir,2009-01-01T00:00:00Z,56.216995272685345
Eskdalemuir,2010-01-01T00:00:00Z,54.96297153436704
Eskdalemuir,2011-01-01T00:00:00Z,53.11320986140071
Eskdalemuir,2012-01-01T00:00:00Z,50.78161183079216
Eskdalemuir,2013-01-01T00:00:00Z,59.99021524373259
Eskdalemuir,2014-01-01T00:00:00Z,58.03886764685596
Eskdalemuir,2015-01-01T00:00:00Z,56.75343423076923
Eskdalemuir,2016-01-01T00:00:00Z,54.15951917208546
Eskdalemuir,2017-01-01T00:00:00Z,57.38069326396873
Eskdalemuir,2018-01-01T00:00:00Z,58.23155832554797
Eskdalemuir,2019-01-01T00:00:00Z,59.95053216161887
Eskdalemuir,2020-01-01T00:00:00Z,NA
Eskdalemuir,2021-01-01T00:00:00Z,NA
Eskdalemuir,2022-01-01T00:00:00Z,NA
Eskdalemuir,2023-01-01T00:00:00Z,58.23241594269544
Eskdalemuir,2024-01-01T00:00:00Z,57.251021129162346
Exeter Roadside,1996-01-01T00:00:00Z,31.84817115251898
Exeter Roadside,1997-01-01T00:00:00Z,NA
Exeter Roadside,1998-01-01T00:00:00Z,NA
Exeter Roadside,1999-01-01T00:00:00Z,NA
Exeter Roadside,2000-01-01T00:00:00Z,NA
Exeter Roadside,2001-01-01T00:00:00Z,33.621019493885456
Exeter Roadside,2002-01-01T00:00:00Z,34.44737148851848
Exeter Roadside,2003-01-01T00:00:00Z,38.49713282621416
Exeter Roadside,2004-01-01T00:00:00Z,37.82466846614247
Exeter Roadside,2005-01-01T00:00:00Z,34.20173310225303
Exeter Roadside,2006-01-01T00:00:00Z,41.747351071344475
Exeter Roadside,2007-01-01T00:00:00Z,45.898433901427914
Exeter Roadside,2008-01-01T00:00:00Z,41.96820018245797
Exeter Roadside,2009-01-01T00:00:00Z,NA
Exeter Roadside,2010-01-01T00:00:00Z,NA
Exeter Roadside,2011-01-01T00:00:00Z,38.45046492939961
Exeter Roadside,2012-01-01T00:00:00Z,36.813315030885384
Exeter Roadside,2013-01-01T00:00:00Z,36.38020236957021
Exeter Roadside,2014-01-01T00:00:00Z,NA
Exeter Roadside,2015-01-01T00:00:00Z,NA
Exeter Roadside,2016-01-01T00:00:00Z,NA
Exeter Roadside,2017-01-01T00:00:00Z,34.7457342319202
Exeter Roadside,2018-01-01T00:00:00Z,40.21009348582853
Exeter Roadside,2019-01-01T00:00:00Z,41.96378545759574
Exeter Roadside,2020-01-01T00:00:00Z,46.95412385550539
Exeter Roadside,2021-01-01T00:00:00Z,42.196783004869
Exeter Roadside,2022-01-01T00:00:00Z,NA
Exeter Roadside,2023-01-01T00:00:00Z,NA
Exeter Roadside,2024-01-01T00:00:00Z,NA
Fort William,2006-01-01T00:00:00Z,NA
Fort William,2007-01-01T00:00:00Z,NA
Fort William,2008-01-01T00:00:00Z,56.31835421215952
Fort William,2009-01-01T00:00:00Z,53.48380409432495
Fort William,2010-01-01T00:00:00Z,47.26676636374094
Fort William,2011-01-01T00:00:00Z,53.77780371105146
Fort William,2012-01-01T00:00:00Z,51.507242963137436
Fort William,2013-01-01T00:00:00Z,53.233943427586205
Fort William,2014-01-01T00:00:00Z,55.50881896665879
Fort William,2015-01-01T00:00:00Z,56.9186816444035
Fort William,2016-01-01T00:00:00Z,50.09106245659315
Fort William,2017-01-01T00:00:00Z,55.683273282222736
Fort William,2018-01-01T00:00:00Z,55.40243489078932
Fort William,2019-01-01T00:00:00Z,52.12994493160134
Fort William,2020-01-01T00:00:00Z,55.384265135104194
Fort William,2021-01-01T00:00:00Z,51.885213258734304
Fort William,2022-01-01T00:00:00Z,53.94173488377419
Fort William,2023-01-01T00:00:00Z,56.375181694120336
Fort William,2024-01-01T00:00:00Z,56.57229356033605
Glasgow Centre,1996-01-01T00:00:00Z,24.07790792699537
Glasgow Centre,1997-01-01T00:00:00Z,27.244595068365083
Glasgow Centre,1998-01-01T00:00:00Z,31.111085235211924
Glasgow Centre,1999-01-01T00:00:00Z,33.03217563015449
Glasgow Centre,2000-01-01T00:00:00Z,33.300499477291204
Glasgow Centre,2001-01-01T00:00:00Z,32.599325032002795
Glasgow Centre,2002-01-01T00:00:00Z,33.30944227005871
Glasgow Centre,2003-01-01T00:00:00Z,34.09996429846483
Glasgow Centre,2004-01-01T00:00:00Z,36.98072655063661
Glasgow Centre,2005-01-01T00:00:00Z,32.603693683096104
Glasgow Centre,2006-01-01T00:00:00Z,34.90056851142824
Glasgow Centre,2007-01-01T00:00:00Z,36.216323204098266
Glasgow Centre,2008-01-01T00:00:00Z,32.68449197860963
Glasgow Centre,2009-01-01T00:00:00Z,31.918381583536796
Glasgow Centre,2010-01-01T00:00:00Z,26.805549132947977
Glasgow Centre,2011-01-01T00:00:00Z,34.49407940561876
Glasgow Centre,2012-01-01T00:00:00Z,37.91399443929564
Glasgow City Chambers,1994-01-01T00:00:00Z,NA
Glasgow City Chambers,1995-01-01T00:00:00Z,NA
Glasgow City Chambers,1996-01-01T00:00:00Z,NA
Glasgow City Chambers,1997-01-01T00:00:00Z,NA
Glasgow City Chambers,1998-01-01T00:00:00Z,NA
Glasgow City Chambers,1999-01-01T00:00:00Z,NA
Glasgow City Chambers,2000-01-01T00:00:00Z,NA
Glasgow City Chambers,2001-01-01T00:00:00Z,NA
Glasgow City Chambers,2002-01-01T00:00:00Z,NA
Glasgow City Chambers,2003-01-01T00:00:00Z,NA
Glasgow City Chambers,2004-01-01T00:00:00Z,NA
Glasgow City Chambers,2005-01-01T00:00:00Z,NA
Glasgow City Chambers,2006-01-01T00:00:00Z,NA
Glasgow City Chambers,2007-01-01T00:00:00Z,NA
Glasgow City Chambers,2008-01-01T00:00:00Z,NA
Glasgow City Chambers,2009-01-01T00:00:00Z,NA
Glasgow City Chambers,2010-01-01T00:00:00Z,NA
Glasgow City Chambers,2011-01-01T00:00:00Z,NA
Glasgow Great Western Road,2014-01-01T00:00:00Z,NA
Glasgow Great Western Road,2015-01-01T00:00:00Z,NA
Glasgow Great Western Road,2016-01-01T00:00:00Z,NA
Glasgow Great Western Road,2017-01-01T00:00:00Z,NA
Glasgow Great Western Road,2018-01-01T00:00:00Z,NA
Glasgow Great Western Road,2019-01-01T00:00:00Z,NA
Glasgow Great Western Road,2020-01-01T00:00:00Z,NA
Glasgow Great Western Road,2021-01-01T00:00:00Z,NA
Glasgow Great Western Road,2022-01-01T00:00:00Z,NA
Glasgow Great Western Road,2023-01-01T00:00:00Z,NA
Glasgow Great Western Road,2024-01-01T00:00:00Z,NA
Glasgow High Street,2015-01-01T00:00:00Z,NA
Glasgow High Street,2016-01-01T00:00:00Z,NA
Glasgow High Street,2017-01-01T00:00:00Z,NA
Glasgow High Street,2018-01-01T00:00:00Z,NA
Glasgow High Street,2019-01-01T00:00:00Z,NA
Glasgow High Street,2020-01-01T00:00:00Z,NA
Glasgow High Street,2021-01-01T00:00:00Z,NA
Glasgow High Street,2022-01-01T00:00:00Z,NA
Glasgow High Street,2023-01-01T00:00:00Z,NA
Glasgow High Street,2024-01-01T00:00:00Z,NA
Glasgow Kerbside,1997-01-01T00:00:00Z,NA
Glasgow Kerbside,1998-01-01T00:00:00Z,NA
Glasgow Kerbside,1999-01-01T00:00:00Z,NA
Glasgow Kerbside,2000-01-01T00:00:00Z,NA
Glasgow Kerbside,2001-01-01T00:00:00Z,NA
Glasgow Kerbside,2002-01-01T00:00:00Z,NA
Glasgow Kerbside,2003-01-01T00:00:00Z,NA
Glasgow Kerbside,2004-01-01T00:00:00Z,NA
Glasgow Kerbside,2005-01-01T00:00:00Z,NA
Glasgow Kerbside,2006-01-01T00:00:00Z,NA
Glasgow Kerbside,2007-01-01T00:00:00Z,NA
Glasgow Kerbside,2008-01-01T00:00:00Z,NA
Glasgow Kerbside,2009-01-01T00:00:00Z,NA
Glasgow Kerbside,2010-01-01T00:00:00Z,NA
Glasgow Kerbside,2011-01-01T00:00:00Z,NA
Glasgow Kerbside,2012-01-01T00:00:00Z,NA
Glasgow Kerbside,2013-01-01T00:00:00Z,NA
Glasgow Kerbside,2014-01-01T00:00:00Z,NA
Glasgow Kerbside,2015-01-01T00:00:00Z,NA
Glasgow Kerbside,2016-01-01T00:00:00Z,NA
Glasgow Kerbside,2017-01-01T00:00:00Z,NA
Glasgow Kerbside,2018-01-01T00:00:00Z,NA
Glasgow Kerbside,2019-01-01T00:00:00Z,NA
Glasgow Kerbside,2020-01-01T00:00:00Z,NA
Glasgow Kerbside,2021-01-01T00:00:00Z,NA
Glasgow Kerbside,2022-01-01T00:00:00Z,NA
Glasgow Kerbside,2023-01-01T00:00:00Z,NA
Glasgow Kerbside,2024-01-01T00:00:00Z,NA
Glasgow Townhead,2013-01-01T00:00:00Z,37.312377541561716
Glasgow Townhead,2014-01-01T00:00:00Z,43.094515067544165
Glasgow Townhead,2015-01-01T00:00:00Z,42.0003608094025
Glasgow Townhead,2016-01-01T00:00:00Z,39.13284917231087
Glasgow Townhead,2017-01-01T00:00:00Z,40.22297381851681
Glasgow Townhead,2018-01-01T00:00:00Z,42.69388867625072
Glasgow Townhead,2019-01-01T00:00:00Z,43.547672493946735
Glasgow Townhead,2020-01-01T00:00:00Z,44.51135784903063
Glasgow Townhead,2021-01-01T00:00:00Z,44.73188852180078
Glasgow Townhead,2022-01-01T00:00:00Z,48.35292352387511
Glasgow Townhead,2023-01-01T00:00:00Z,51.015928628318584
Glasgow Townhead,2024-01-01T00:00:00Z,52.690453868496284
Glazebury,1994-01-01T00:00:00Z,37.16355029585799
Glazebury,1995-01-01T00:00:00Z,34.90321023412986
Glazebury,1996-01-01T00:00:00Z,32.735080226249565
Glazebury,1997-01-01T00:00:00Z,32.86220187906529
Glazebury,1998-01-01T00:00:00Z,38.02941543063692
Glazebury,1999-01-01T00:00:00Z,39.929858507679285
Glazebury,2000-01-01T00:00:00Z,NA
Glazebury,2001-01-01T00:00:00Z,35.693152605749006
Glazebury,2002-01-01T00:00:00Z,37.627896200185354
Glazebury,2003-01-01T00:00:00Z,37.40144107050952
Glazebury,2004-01-01T00:00:00Z,43.24323682961557
Glazebury,2005-01-01T00:00:00Z,46.12559489262914
Glazebury,2006-01-01T00:00:00Z,NA
Glazebury,2007-01-01T00:00:00Z,NA
Glazebury,2008-01-01T00:00:00Z,44.514292910212816
Glazebury,2009-01-01T00:00:00Z,39.48821390876041
Glazebury,2010-01-01T00:00:00Z,37.693213296398895
Glazebury,2011-01-01T00:00:00Z,41.84313725490196
Glazebury,2012-01-01T00:00:00Z,39.954464512846606
Glazebury,2013-01-01T00:00:00Z,43.07520398420258
Glazebury,2014-01-01T00:00:00Z,42.84487333103369
Glazebury,2015-01-01T00:00:00Z,45.63811941212492
Glazebury,2016-01-01T00:00:00Z,40.60318491124942
Glazebury,2017-01-01T00:00:00Z,45.05943931300345
Glazebury,2018-01-01T00:00:00Z,NA
Glazebury,2019-01-01T00:00:00Z,45.525941196286155
Glazebury,2020-01-01T00:00:00Z,50.03137423330794
Glazebury,2021-01-01T00:00:00Z,47.630952851780094
Glazebury,2022-01-01T00:00:00Z,NA
Glazebury,2023-01-01T00:00:00Z,48.34256925113372
Glazebury,2024-01-01T00:00:00Z,50.33250307009453
Grangemouth,2001-01-01T00:00:00Z,NA
Grangemouth,2002-01-01T00:00:00Z,NA
Grangemouth,2003-01-01T00:00:00Z,NA
Grangemouth,2004-01-01T00:00:00Z,NA
Grangemouth,2005-01-01T00:00:00Z,NA
Grangemouth,2006-01-01T00:00:00Z,NA
Grangemouth,2007-01-01T00:00:00Z,NA
Grangemouth,2008-01-01T00:00:00Z,NA
Grangemouth,2009-01-01T00:00:00Z,NA
Grangemouth,2010-01-01T00:00:00Z,NA
Grangemouth,2011-01-01T00:00:00Z,NA
Grangemouth,2012-01-01T00:00:00Z,NA
Grangemouth,2013-01-01T00:00:00Z,NA
Grangemouth,2014-01-01T00:00:00Z,NA
Grangemouth,2015-01-01T00:00:00Z,NA
Grangemouth,2016-01-01T00:00:00Z,NA
Grangemouth,2017-01-01T00:00:00Z,NA
Grangemouth,2018-01-01T00:00:00Z,NA
Grangemouth,2019-01-01T00:00:00Z,NA
Grangemouth,2020-01-01T00:00:00Z,NA
Grangemouth,2021-01-01T00:00:00Z,NA
Grangemouth,2022-01-01T00:00:00Z,NA
Grangemouth,2023-01-01T00:00:00Z,NA
Grangemouth,2024-01-01T00:00:00Z,NA
Grangemouth Moray,2009-01-01T00:00:00Z,NA
Grangemouth Moray,2010-01-01T00:00:00Z,NA
Grangemouth Moray,2011-01-01T00:00:00Z,NA
Grangemouth Moray,2012-01-01T00:00:00Z,NA
Grangemouth Moray,2013-01-01T00:00:00Z,NA
Grangemouth Moray,2014-01-01T00:00:00Z,NA
Grangemouth Moray,2015-01-01T00:00:00Z,NA
Grangemouth Moray,2016-01-01T00:00:00Z,NA
Grangemouth Moray,2017-01-01T00:00:00Z,NA
Grangemouth Moray,2018-01-01T00:00:00Z,NA
Grangemouth Moray,2019-01-01T00:00:00Z,NA
Grangemouth Moray,2020-01-01T00:00:00Z,NA
Grangemouth Moray,2021-01-01T00:00:00Z,NA
Grangemouth Moray,2022-01-01T00:00:00Z,NA
Grangemouth Moray,2023-01-01T00:00:00Z,NA
Grangemouth Moray,2024-01-01T00:00:00Z,NA
Great Dun Fell,1994-01-01T00:00:00Z,65.461870839659
Great Dun Fell,1995-01-01T00:00:00Z,63.45517640254482
Great Dun Fell,1996-01-01T00:00:00Z,NA
Great Dun Fell,1997-01-01T00:00:00Z,NA
Great Dun Fell,1998-01-01T00:00:00Z,NA
Great Dun Fell,1999-01-01T00:00:00Z,NA
Great Dun Fell,2000-01-01T00:00:00Z,NA
Great Dun Fell,2001-01-01T00:00:00Z,63.990114942528734
Great Dun Fell,2002-01-01T00:00:00Z,NA
Great Dun Fell,2003-01-01T00:00:00Z,66.90466858789625
Great Dun Fell,2004-01-01T00:00:00Z,61.96226849189003
Great Dun Fell,2005-01-01T00:00:00Z,60.48965992647059
Great Dun Fell,2006-01-01T00:00:00Z,63.26876513317191
Great Dun Fell,2007-01-01T00:00:00Z,62.224831772001586
Great Dun Fell,2008-01-01T00:00:00Z,58.569177509848394
Great Dun Fell,2009-01-01T00:00:00Z,55.523049188771566
Great Dun Fell,2010-01-01T00:00:00Z,NA
Great Dun Fell,2011-01-01T00:00:00Z,54.159458806474994
Great Dun Fell,2012-01-01T00:00:00Z,NA
Great Dun Fell,2013-01-01T00:00:00Z,66.11127328417543
Great Dun Fell,2014-01-01T00:00:00Z,65.52842390348837
Great Dun Fell,2015-01-01T00:00:00Z,NA
Great Dun Fell,2016-01-01T00:00:00Z,53.97602589946709
Greenock A8 Roadside,2016-01-01T00:00:00Z,NA
Greenock A8 Roadside,2017-01-01T00:00:00Z,NA
Greenock A8 Roadside,2018-01-01T00:00:00Z,NA
Greenock A8 Roadside,2019-01-01T00:00:00Z,NA
Greenock A8 Roadside,2020-01-01T00:00:00Z,NA
Greenock A8 Roadside,2021-01-01T00:00:00Z,NA
